plant_type,soil_ph,soil_nitrogen,soil_phosphorus,soil_potassium,plant_age_weeks,last_watered_days,temperature,humidity,rainfall,season,watering_status,plant_name_Aloe Vera,plant_name_Basil,plant_name_Cactus,plant_name_Mint,plant_name_Money Plant,plant_name_Peace Lily,plant_name_Rose,plant_name_Snake Plant,plant_name_Spider Plant,plant_name_Tomato,soil_type_Clayey,soil_type_Loamy,soil_type_Sandy,sunlight_exposure_Full Sun,sunlight_exposure_Indirect Light,sunlight_exposure_Low Light,sunlight_exposure_Partial Sun,pot_or_ground_Ground,pot_or_ground_Pot
Indoor,1.0503890223002164,1.3819725912295802,0.5310252419787195,0.7020174718613919,83,5,0.8562034591377894,1.146347398767953,-0.7324086843340883,Monsoon,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Outdoor,0.6323514703102125,1.2628986130088684,-0.08969391872112793,0.5560375442545314,94,1,-0.6788046758510408,-0.8728573353374541,-1.3318476922624263,Spring,2,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
Indoor,-0.2037236336697957,0.8461396892363775,-0.3224636039835707,0.9209873632716824,75,7,1.382921936830035,-0.1997890906356517,-0.9616059520713938,Autumn,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
Outdoor,-0.7611070363231334,0.0721588308017513,0.6862050321536813,0.9939773270751125,48,1,0.5401723725224419,0.9219913172006857,0.3254248590688603,Summer,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
Outdoor,-0.2037236336697957,1.0247506565674451,0.5310252419787195,1.139957254681973,102,6,-0.10693890007088837,-0.7045902741620035,-0.9792365111281097,Summer,1,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
Indoor,-1.4578362896398063,1.0247506565674451,0.9189747174161241,0.5560375442545314,50,7,-0.8744429675653035,0.809813276417052,0.11385815038827071,Winter,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Outdoor,-0.7611070363231334,-1.3567289078467895,-1.09836255485838,-1.633661369848375,32,7,0.630466968698255,-0.08761104985201794,-1.4023699284892894,Monsoon,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
Indoor,-0.4824153349964639,0.6675287219053099,0.14307576654131485,-0.10087212997634055,79,0,0.5251232731598061,1.595059561902488,-1.243694896978847,Summer,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
Indoor,1.0503890223002164,-0.04691514741896041,-0.08969391872112793,0.9209873632716824,62,4,0.4498777763466282,1.146347398767953,-1.5786755190564474,Monsoon,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Outdoor,1.6077724249535552,-1.2376549296260777,-1.020772659770899,-1.4146914784380844,63,1,0.14889578909391646,0.7537242560252352,-1.5257838418863001,Monsoon,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
Indoor,0.6323514703102125,1.5605835585606478,-0.6328231843334945,0.2640776890408105,32,1,1.7290512221706529,-0.8728573353374541,-0.2211224716893298,Autumn,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
Indoor,1.0503890223002164,0.6675287219053099,0.22066566162879578,0.5560375442545314,19,5,0.8562034591377894,0.5854571948497845,-1.719719991510174,Autumn,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
Outdoor,-0.6217611856597993,-0.7613590167432308,-1.175952449945861,-1.3417015146346543,47,4,0.7809579623246109,-0.25587811102746855,1.4361500796419566,Winter,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
Outdoor,0.4930056196468773,-1.475802886067501,-1.7190817155582274,-1.7066513336518052,74,2,-0.24238079433460896,-1.2093914576883555,-1.7020894324534583,Autumn,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
Indoor,-0.4824153349964639,0.19123280902246304,1.074154507591086,0.19108772523738027,14,0,-0.6637555764884049,0.6976352356334182,0.07859703227483922,Autumn,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Outdoor,-0.6217611856597993,1.2033616238985125,0.5310252419787195,0.9939773270751125,29,4,-1.145326756092744,0.8659022968088689,-0.2740141488594771,Autumn,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Indoor,1.4684265742902198,0.607991732794954,1.3845140879410098,-0.611801876600352,101,7,0.7207615648740688,0.5293681744579677,-0.32690582602962465,Winter,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Outdoor,1.4684265742902198,-0.46367407119145143,-0.4776433941585326,0.775007435664822,7,1,-1.6268979356970827,-1.6581036208228905,-0.9792365111281097,Monsoon,2,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
Indoor,-0.6217611856597993,1.501046569450292,1.3845140879410098,1.212947218485403,76,7,-0.031693403257710445,-0.03152202946020107,-1.420000487546005,Winter,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Outdoor,-1.3184904389764722,0.9056766783467333,0.6086151370662004,-0.5388119127969218,37,3,-0.558411880949956,-0.8167683149456373,0.7309277173733243,Winter,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
Outdoor,-1.4578362896398063,1.6796575367813595,-0.4776433941585326,0.11809776143395008,96,6,-1.1152285573674725,1.20243641915977,0.4840998905793027,Winter,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
Indoor,-0.3430694843331298,0.5484547436845981,0.7637949272411623,-0.027882166172910342,55,4,0.735810664236704,-1.7141926412147073,-0.5208419756534985,Winter,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
Indoor,0.7716973209735467,0.3698437763535306,0.4534353468912386,0.5560375442545314,87,4,-1.6569961344223538,-1.5459255800392566,-1.1379115426385522,Spring,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Outdoor,-1.4578362896398063,0.8461396892363775,1.306924192853529,0.7020174718613919,62,0,-0.4982154834994138,-0.1997890906356517,1.2422139300180826,Monsoon,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Outdoor,1.1897348729635504,-1.3567289078467895,-0.8655928695959373,-1.4876814422415146,46,3,0.7960070616872467,-1.1533024372965386,-1.719719991510174,Summer,2,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
Indoor,-1.4578362896398063,0.2507697981328189,0.22066566162879578,-0.7577818042072124,32,0,-1.0851303586422014,-0.08761104985201794,-0.7324086843340883,Spring,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Indoor,0.2143139183202091,0.7270657110156657,0.6086151370662004,-0.7577818042072124,7,5,-0.9346393650158455,1.0341693579843194,-0.1506002354624665,Monsoon,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Indoor,-1.0397987376498028,-0.04691514741896041,-0.40005349907105164,1.4319171098956938,64,6,1.4882656323684833,1.4828815211188544,-1.2084337788654154,Autumn,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
Outdoor,-1.0397987376498028,1.3819725912295802,1.5396938781159717,0.4100576166476709,16,4,0.05860119291810274,-1.1533024372965386,1.5771945520956834,Winter,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
Indoor,1.6077724249535552,0.8461396892363775,-0.40005349907105164,0.6290275080579616,85,1,1.3528237381047632,-1.5459255800392566,1.5948251111523988,Monsoon,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Indoor,-0.06437778300646037,0.3103067872431748,1.074154507591086,0.4100576166476709,68,5,-0.483166384136778,-1.3215694984719892,1.5243028749255358,Spring,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Indoor,0.4930056196468773,0.6675287219053099,0.29825555671627674,-0.7577818042072124,82,7,0.6154178693356198,1.0902583783761362,1.7006084654926938,Summer,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
Indoor,1.1897348729635504,0.5484547436845981,0.14307576654131485,-0.17386209377977077,30,0,-0.43801908604887113,1.3707034803352207,1.5948251111523988,Winter,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
Indoor,-1.4578362896398063,-0.5827480494121632,-0.40005349907105164,-0.611801876600352,16,7,1.5936093279069328,-1.041124396512905,1.4008889615285252,Autumn,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Outdoor,1.0503890223002164,-0.2850631038603838,0.22066566162879578,0.2640776890408105,78,7,-0.42296998668623587,-0.5924122333783698,1.471411197755388,Monsoon,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
Indoor,1.1897348729635504,1.5605835585606478,-0.3224636039835707,0.2640776890408105,48,6,-0.016644303895075183,0.6415462152416014,0.4840998905793027,Autumn,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Outdoor,-1.3184904389764722,-0.22552611475002798,-1.020772659770899,0.11809776143395008,49,6,0.3294849814455434,0.36110111328251704,-0.943975393014678,Autumn,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
Outdoor,-0.3430694843331298,-1.1781179405157218,-1.7966716106457084,-1.5606714060449447,4,0,-0.0918898007082531,-0.25587811102746855,-1.2789560150922787,Monsoon,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
Indoor,0.9110431716368821,1.3224356021192243,-0.40005349907105164,0.04510779763051987,81,4,-0.4681172847741427,0.809813276417052,-0.6089947709370775,Summer,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Indoor,0.9110431716368821,1.501046569450292,-0.08969391872112793,0.4100576166476709,102,3,-1.145326756092744,0.5293681744579677,-0.5913642118803618,Summer,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
Indoor,0.2143139183202091,0.6675287219053099,-0.3224636039835707,0.9939773270751125,51,0,0.9615471546762379,0.9219913172006857,0.02570535510469165,Spring,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Outdoor,-0.6217611856597993,0.6675287219053099,1.4621039830284908,1.0669672908785428,98,6,-1.0550321599169303,1.5389705415106711,-1.508153282829584,Autumn,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
Outdoor,1.3290807236268858,0.0721588308017513,1.4621039830284908,-0.6847918404037822,88,5,1.1120381483025936,0.24892307249888326,-0.06244744017888742,Winter,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
Outdoor,1.3290807236268858,-0.8804329949639425,-1.09836255485838,-1.1227316232243636,52,1,-1.6268979356970827,0.9780803375925026,1.5948251111523988,Autumn,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
Indoor,1.4684265742902198,1.5605835585606478,0.8413848223286432,1.3589271460922636,48,2,-0.7690992720268545,0.1928340521070664,1.7535001426628414,Autumn,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Outdoor,-1.0397987376498028,-0.9995069731846542,-2.029441295908151,-1.5606714060449447,15,6,-0.21228259560933738,-1.6020146004310736,-1.0144976292415415,Winter,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
Outdoor,0.2143139183202091,0.4293807654638865,1.151744402678567,0.04510779763051987,67,2,-1.5516524388839048,0.8659022968088689,1.541933433982252,Monsoon,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Outdoor,-0.9004528869864687,1.2033616238985125,1.229334297766048,1.212947218485403,50,5,-0.5734609803125917,1.146347398767953,-1.1202809835818364,Spring,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Outdoor,1.4684265742902198,0.9652136674570891,0.22066566162879578,0.6290275080579616,33,0,-1.3710632465322778,1.146347398767953,-1.6668283143400264,Spring,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
Outdoor,0.07496806765687374,-0.8208960058535866,0.4534353468912386,-0.027882166172910342,13,7,0.8562034591377894,-0.8728573353374541,-1.1026504245251207,Spring,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
Indoor,-1.5971821403031417,0.3698437763535306,-0.3224636039835707,-0.4658219489934916,78,4,1.5936093279069328,0.6976352356334182,1.1188000166210719,Summer,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Outdoor,-1.0397987376498028,-0.46367407119145143,1.151744402678567,1.139957254681973,26,2,-0.8744429675653035,-1.2093914576883555,-0.2211224716893298,Monsoon,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
Indoor,0.3536597689835432,-0.10645213652931627,-0.16728381380860888,0.7020174718613919,35,6,-0.8744429675653035,1.0341693579843194,-0.7147781252773725,Winter,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Outdoor,1.1897348729635504,-0.8804329949639425,-1.7190817155582274,-1.3417015146346543,36,3,1.578560228544297,0.024566990931615795,-0.13296967640575075,Monsoon,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
Indoor,-1.0397987376498028,-0.5232110603018073,-0.08969391872112793,-0.10087212997634055,69,1,-0.9647375637411166,0.36110111328251704,-0.8205614796176673,Summer,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Outdoor,-0.9004528869864687,-0.16598912563967214,-0.6328231843334945,1.139957254681973,18,0,-1.5516524388839048,-1.6581036208228905,0.5017304496360185,Winter,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
Outdoor,-1.7365279909664757,-0.9995069731846542,-1.3311322401208228,-1.1227316232243636,54,1,-1.0399830605542946,-0.9850353761210878,1.7006084654926938,Autumn,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
Outdoor,-1.1791445883131368,0.012621841691395446,0.6086151370662004,-0.24685205758320097,50,0,1.6989530234453813,1.0341693579843194,0.09622759133155497,Spring,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
Outdoor,-0.9004528869864687,-1.118580951405366,-1.8742615057331893,-1.1227316232243636,18,2,-0.27247899305988005,-1.041124396512905,-0.9087142749012465,Spring,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
Outdoor,-0.06437778300646037,-0.5827480494121632,1.5396938781159717,0.04510779763051987,94,2,0.2993867827202723,-1.0972134169047216,0.9777555441673457,Monsoon,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Outdoor,1.0503890223002164,-0.7018220276328749,1.074154507591086,1.2859371822888335,45,0,-1.6720452337849894,0.024566990931615795,-0.2916447079161932,Summer,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
Indoor,0.7716973209735467,-0.46367407119145143,0.22066566162879578,-0.3198420213866312,68,7,1.4130201355553054,0.13674503171524952,0.8543416307703348,Summer,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Outdoor,-1.4578362896398063,1.2628986130088684,1.6172837732034526,1.212947218485403,58,1,-0.9647375637411166,-1.7141926412147073,-1.508153282829584,Spring,2,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
Outdoor,1.3290807236268858,1.441509580339936,-0.6328231843334945,-0.3198420213866312,42,1,-0.7690992720268545,1.3146144599434038,-1.2789560150922787,Summer,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Indoor,0.07496806765687374,0.9056766783467333,0.5310252419787195,-0.17386209377977077,17,2,1.6839039240827465,-1.0972134169047216,-0.6266253299937935,Spring,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Outdoor,0.07496806765687374,-0.10645213652931627,0.22066566162879578,0.9209873632716824,83,0,-0.588510079675227,0.5293681744579677,1.4185195205852406,Summer,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
Indoor,-0.7611070363231334,1.6796575367813595,0.06548587145383393,-0.5388119127969218,36,0,-0.7841483713894897,-0.3680561518111023,0.2372720637852813,Summer,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Outdoor,-0.2037236336697957,-0.5232110603018073,-0.3224636039835707,0.7020174718613919,42,1,1.02174355212678,-1.6581036208228905,1.1893222528479357,Winter,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
Outdoor,-0.06437778300646037,-1.1781179405157218,-0.7880029745084564,-1.7796412974552354,3,5,0.20909218654445857,0.5854571948497845,-1.4023699284892894,Winter,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
Indoor,0.3536597689835432,1.2628986130088684,0.6862050321536813,0.775007435664822,46,0,1.1571854463905011,0.024566990931615795,0.06096647321812315,Summer,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Outdoor,0.6323514703102125,1.6796575367813595,-0.40005349907105164,-0.17386209377977077,92,0,1.0066944527641453,-0.14370007024383483,1.4537806386986727,Winter,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Indoor,-1.5971821403031417,0.6675287219053099,0.06548587145383393,0.33706765284424073,59,5,-1.7171925318728962,1.4828815211188544,-0.08007799923560317,Winter,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Outdoor,-1.1791445883131368,1.2628986130088684,0.9965646125036051,0.9209873632716824,45,6,1.5936093279069328,-1.6020146004310736,-0.39742806225648797,Winter,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Indoor,0.6323514703102125,0.3103067872431748,0.37584545180375767,0.9939773270751125,71,3,1.4581674336432127,0.5293681744579677,1.1716916937912196,Winter,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Outdoor,1.1897348729635504,-1.8925618098399921,-1.3311322401208228,-1.268711550831224,95,0,1.4280692349179411,-0.7606792945538203,0.8190805126569033,Monsoon,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
Outdoor,-1.1791445883131368,-1.8925618098399921,-0.9431827646834182,-1.7066513336518052,75,1,0.9013507572256957,-1.0972134169047216,0.8896027488837666,Monsoon,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
Outdoor,-0.06437778300646037,-1.2376549296260777,-0.7104130794209754,-1.1957215870277937,53,2,1.3979710361926696,-0.3680561518111023,0.8719721898270508,Winter,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
Outdoor,-1.7365279909664757,-0.8208960058535866,-2.1070311909956323,-1.1227316232243636,10,0,-0.1972334962467021,-0.928946355729271,-0.185861353575898,Winter,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
Indoor,0.9110431716368821,1.6201205476710037,1.6172837732034526,1.4319171098956938,50,6,-1.2657195509938284,-1.433747539255623,-0.5913642118803618,Monsoon,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Outdoor,0.7716973209735467,-1.2376549296260777,-1.09836255485838,-1.7796412974552354,77,2,0.17899398781918752,-0.25587811102746855,1.4008889615285252,Monsoon,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
Indoor,0.7716973209735467,0.012621841691395446,0.7637949272411623,0.11809776143395008,4,0,0.8411543597751536,1.146347398767953,0.39594709529572364,Winter,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Outdoor,-1.4578362896398063,0.0721588308017513,-0.40005349907105164,0.9209873632716824,94,2,-1.2958177497191,1.0902583783761362,0.5546221268061662,Spring,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
Indoor,-0.2037236336697957,0.2507697981328189,0.06548587145383393,0.19108772523738027,55,1,-1.2356213522685573,-0.9850353761210878,0.7661888354867558,Winter,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Indoor,-1.1791445883131368,0.3698437763535306,1.3845140879410098,-0.4658219489934916,19,1,1.2775782412915853,1.4267925007270374,-1.0144976292415415,Winter,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Indoor,-1.5971821403031417,1.5605835585606478,0.14307576654131485,1.139957254681973,10,1,1.0819399495773232,-1.6020146004310736,1.630086229265831,Monsoon,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Indoor,0.07496806765687374,-0.10645213652931627,0.37584545180375767,1.139957254681973,17,7,-1.3409650478070063,-1.2093914576883555,-0.08007799923560317,Monsoon,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
Indoor,1.4684265742902198,1.441509580339936,0.5310252419787195,0.4830475804511011,22,0,-0.06179160198298151,0.809813276417052,1.0659083394509248,Summer,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Indoor,0.7716973209735467,1.3224356021192243,-0.3224636039835707,0.2640776890408105,99,7,0.946498055313602,1.4267925007270374,-0.06244744017888742,Autumn,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Indoor,-1.5971821403031417,1.1438246347881567,-0.5552332892460136,0.775007435664822,49,1,-1.7021434325102607,1.0902583783761362,1.1011694575643565,Autumn,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Outdoor,1.6077724249535552,0.48891775457424236,0.29825555671627674,0.4830475804511011,43,1,-1.5967997369718114,1.2585254395515868,0.9248638669971981,Spring,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
Indoor,-0.7611070363231334,1.5605835585606478,0.9965646125036051,1.4319171098956938,55,0,-0.15208619815879523,0.4732791540661508,0.8190805126569033,Winter,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
Indoor,1.0503890223002164,-0.46367407119145143,1.151744402678567,1.0669672908785428,79,2,-1.1603758554553794,-0.8728573353374541,-0.6266253299937935,Monsoon,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Indoor,-0.9004528869864687,-0.5827480494121632,1.6948736682909336,0.5560375442545314,57,4,0.43482867698399236,0.24892307249888326,0.5546221268061662,Summer,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
Indoor,-0.4824153349964639,-0.7018220276328749,0.5310252419787195,0.775007435664822,82,5,-0.347724489873058,1.4828815211188544,0.07859703227483922,Winter,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Indoor,0.9110431716368821,-0.5827480494121632,-0.40005349907105164,-0.4658219489934916,62,4,-1.4764069420707269,-0.8167683149456373,1.4008889615285252,Summer,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Outdoor,-0.6217611856597993,-1.5948768642882127,-0.7880029745084564,-1.4146914784380844,71,5,1.6086584272695685,-0.928946355729271,0.2372720637852813,Spring,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
Outdoor,-0.9004528869864687,-0.04691514741896041,1.074154507591086,-0.611801876600352,90,7,-0.0918898007082531,1.3707034803352207,-1.543414400943016,Winter,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
Outdoor,1.1897348729635504,0.6675287219053099,1.4621039830284908,0.9939773270751125,27,3,-0.42296998668623587,1.0902583783761362,0.06096647321812315,Spring,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
Indoor,-0.6217611856597993,-0.3446000929707397,0.29825555671627674,0.11809776143395008,91,3,-1.356014147169642,0.13674503171524952,-1.2260643379221312,Autumn,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Outdoor,-1.7365279909664757,0.7270657110156657,0.6862050321536813,0.6290275080579616,68,2,0.9163998565883315,-0.8167683149456373,-1.2084337788654154,Monsoon,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
Outdoor,0.9110431716368821,-1.2376549296260777,-0.9431827646834182,-1.633661369848375,33,3,1.503314731731119,-0.3680561518111023,-0.5913642118803618,Winter,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
Indoor,-0.4824153349964639,-0.22552611475002798,1.306924192853529,0.6290275080579616,6,3,1.02174355212678,0.4171901336743339,-0.20349191263261407,Winter,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Indoor,-1.3184904389764722,0.7270657110156657,0.37584545180375767,1.2859371822888335,43,3,-0.6186082784004986,0.809813276417052,-1.7020894324534583,Summer,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Outdoor,1.6077724249535552,-1.7734878316192804,-1.2535423450333418,-1.1957215870277937,15,1,0.1187975903686454,-1.4898365596474399,0.14911926850170223,Spring,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
Outdoor,-1.5971821403031417,0.7866027001260216,0.7637949272411623,0.6290275080579616,49,5,1.5183638310937548,0.24892307249888326,0.7661888354867558,Summer,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
Indoor,1.6077724249535552,1.6796575367813595,1.151744402678567,-0.24685205758320097,46,7,0.4498777763466282,-0.5363232129865529,-1.067389306411689,Spring,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
Outdoor,-0.3430694843331298,-0.8804329949639425,-2.1070311909956323,-1.5606714060449447,35,1,-1.2807686503564641,0.6976352356334182,-0.8910837158445306,Monsoon,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
Outdoor,-0.2037236336697957,-0.5232110603018073,-0.3224636039835707,0.2640776890408105,39,0,-0.9195902656532103,0.809813276417052,1.7887612607762728,Monsoon,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
Outdoor,0.9110431716368821,-1.7734878316192804,-1.8742615057331893,-1.4876814422415146,90,3,-1.4914560414333622,-0.42414517220291914,-0.2211224716893298,Autumn,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
Outdoor,1.3290807236268858,0.9652136674570891,0.9189747174161241,0.19108772523738027,54,0,-0.33267539051042216,-0.42414517220291914,-0.7853003615042357,Summer,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
Indoor,-0.2037236336697957,1.501046569450292,-0.16728381380860888,1.3589271460922636,41,2,-0.7390010733015828,-0.928946355729271,1.7006084654926938,Monsoon,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Indoor,1.4684265742902198,-0.6422850385225191,1.6948736682909336,-0.4658219489934916,41,3,-1.325915948444371,1.595059561902488,-1.5610449599997316,Monsoon,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Outdoor,-0.06437778300646037,-0.8208960058535866,-1.5639019253832656,-1.1957215870277937,65,1,-0.39287178796096484,-0.9850353761210878,-0.4679502984833511,Summer,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
Indoor,1.3290807236268858,1.6796575367813595,0.6862050321536813,-0.17386209377977077,45,5,0.9314489559509673,1.0341693579843194,-0.06244744017888742,Summer,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
